age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
56,Private,178033,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,4416,0,60,United-States,<=50K
38,Private,213260,HS-grad,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
41,Private,151504,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
24,Private,141040,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
29,Private,241607,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2597,0,40,United-States,<=50K
34,Private,117963,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,174592,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
53,Private,64322,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,99928,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,State-gov,130620,11th,7,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,<=50K
26,Local-gov,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,35,United-States,<=50K
39,Private,61178,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,291755,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
32,Private,317219,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1590,40,United-States,<=50K
26,?,40032,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,84801,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
27,Private,298871,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
